,index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,Popularity Points Awarded,Has Word Love?
22847,22847,Stop! In The Name Of LoveMargie Joseph,Margie Joseph,Stop! In The Name Of Love,"['classic soul', 'southern soul']",6onXjLLi8tlKxxVJ9CXjMA,,489773.0,False,Margie Joseph Makes A New Impression/Phase II,0.4789999999999999,0.4129999999999999,0.0,-10.856,1.0,0.0324,0.276,0.0,0.51,0.3039999999999999,141.405,4.0,4.0,13.0,True
22848,22848,Stop! In The Name Of LoveThe Supremes,The Supremes,Stop! In The Name Of Love,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",52FlwUMMDnTK8TGkCag9Jd,,172906.0,False,More Hits By The Supremes,0.6109999999999999,0.44,0.0,-12.671,1.0,0.031,0.507,0.0,0.1429999999999999,0.504,114.898,4.0,67.0,1022.0,True
22864,22864,Straight A's In LoveJohnny Cash And The Tennessee Two,Johnny Cash And The Tennessee Two,Straight A's In Love,,,,,,,,,,,,,,,,,,,,31.0,True
22883,22883,Strange Are The Ways Of LoveGogi Grant,Gogi Grant,Strange Are The Ways Of Love,['deep adult standards'],,,,,,,,,,,,,,,,,,,57.0,True
22907,22907,Stranger To LoveSt. Paul,St. Paul,Stranger To Love,"['funk', 'retro soul', 'soul']",,,,,,,,,,,,,,,,,,,338.0,True
22971,22971,Stubborn LoveThe Lumineers,The Lumineers,Stubborn Love,"['folk-pop', 'modern rock', 'stomp and holler']",3ekNuTF3UpOvIZCfiejpnC,https://p.scdn.co/mp3-preview/d1e9a3b8997489ce99e683f1e0e89d9d6ee87653?cid=b8d3901151d34489a160e3cf0ab1fa94,279000.0,False,The Lumineers,0.5979999999999999,0.56,0.0,-11.679,1.0,0.0375,0.6069999999999999,0.0432,0.196,0.221,115.01,4.0,66.0,281.0,True
22996,22996,Stupid LoveLady Gaga,Lady Gaga,Stupid Love,"['dance pop', 'pop', 'post-teen pop']",2ujI5NnuV1wbW8xQBy02Vd,,193533.0,False,"{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}], 'available_markets': ['AE', 'AL', 'AT', 'AU', 'BA', 'BG', 'BH', 'BY', 'CH', 'CY', 'CZ', 'DE', 'DK', 'EE', 'EG', 'ES', 'FI', 'FR', 'GR', 'HK', 'HR', 'HU', 'ID', 'IL', 'IN', 'IT', 'JP', 'KE', 'KH', 'KR', 'KW', 'LB', 'LK', 'LT', 'LV', 'ME', 'MK', 'MT', 'MY', 'NZ', 'OM', 'PH', 'PL', 'QA', 'RO', 'RS', 'RU', 'SA', 'SG', 'SI', 'SK', 'TH', 'TR', 'TW', 'UA', 'VN', 'XK', 'ZA', 'CM', 'DZ', 'GB', 'IE', 'MA', 'NG', 'PT', 'TN', 'CI', 'GH', 'IS', 'SN', 'AR', 'BR', 'UY', 'BO', 'CA', 'CL', 'DO', 'PY', 'TT', 'US', 'CO', 'EC', 'MX', 'PA', 'PE', 'CR', 'GT', 'HN', 'NI', 'SV'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3Fj2bywpGaNrAD8LEa9lLo'}, 'href': 'https://api.spotify.com/v1/albums/3Fj2bywpGaNrAD8LEa9lLo', 'id': '3Fj2bywpGaNrAD8LEa9lLo', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a4a56acc65744a2743f5b434', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a4a56acc65744a2743f5b434', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a4a56acc65744a2743f5b434', 'width': 64}], 'name': 'Trending Summer Hits 2021', 'release_date': '2021-05-27', 'release_date_precision': 'day', 'total_tracks': 35, 'type': 'album', 'uri': 'spotify:album:3Fj2bywpGaNrAD8LEa9lLo'}",0.68,0.8249999999999998,8.0,-4.296,1.0,0.0702,0.00173,0.000122,0.27,0.784,117.987,4.0,0.0,682.0,True
23020,23020,Suddenly You Love MeThe Tremeloes,The Tremeloes,Suddenly You Love Me,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'nederpop', 'rock-and-roll']",3vWuaWqY6vzsyWF61AE3WG,https://p.scdn.co/mp3-preview/6a7fa4a17eb5cdd49a7f90905c5c027282492972?cid=b8d3901151d34489a160e3cf0ab1fa94,165026.0,False,Even The Bad Times Are Good,0.56,0.918,2.0,-3.789,1.0,0.0606,0.0609,0.0,0.16,0.74,105.591,4.0,31.0,418.0,True
23032,23032,Sugar Baby LoveThe Rubettes,The Rubettes,Sugar Baby Love,"['bubblegum pop', 'classic uk pop', 'glam rock']",7H1Sowczuu33E32RWmuoar,,209893.0,False,Seventies Songs,0.402,0.8269999999999998,0.0,-5.855,1.0,0.0396,0.0347,0.00016,0.387,0.817,132.995,4.0,30.0,463.0,True
23086,23086,Summer LoveJustin Timberlake,Justin Timberlake,Summer Love,"['dance pop', 'pop', 'pop rap']",1MBM7CyZbwJpVbbZJnHHRg,https://p.scdn.co/mp3-preview/894122e720990ffb976e0ce3c3a2f37b6087d7d0?cid=b8d3901151d34489a160e3cf0ab1fa94,252973.0,False,FutureSex/LoveSounds,0.6059999999999999,0.5909999999999999,0.0,-7.228,0.0,0.0869999999999999,0.0756,0.0,0.328,0.4769999999999999,95.802,4.0,63.0,1572.0,True
23113,23113,Summer's LoveRichard Barrett With The Chantels,Richard Barrett With The Chantels,Summer's Love,,,,,,,,,,,,,,,,,,,,9.0,True
23178,23178,Sunshine Of Your LoveCream,Cream,Sunshine Of Your Love,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",6FRwDxXsvSasw0y2eDArsz,,250000.0,False,Disraeli Gears,0.684,0.4809999999999999,2.0,-12.59,1.0,0.0384,0.4749999999999999,6.6e-05,0.1179999999999999,0.784,115.078,4.0,75.0,1632.0,True
23220,23220,Supernatural LoveDonna Summer,Donna Summer,Supernatural Love,"['dance pop', 'disco', 'europop', 'hi-nrg', 'motown', 'new wave pop']",7KP1J17dxk6h3msMWq07Nz,https://p.scdn.co/mp3-preview/1daea9b47615aa75f8fe5681c4d9f09d2bd73d7e?cid=b8d3901151d34489a160e3cf0ab1fa94,214093.0,False,Cats Without Claws,0.7339999999999999,0.5859999999999999,1.0,-11.352,1.0,0.0318,0.0622,0.000147,0.052,0.903,119.974,4.0,11.0,102.0,True
23307,23307,Sweet And LovelyApril Stevens & Nino Tempo,April Stevens & Nino Tempo,Sweet And Lovely,[],6UWS2yEQck1K7QynHWRuHR,https://p.scdn.co/mp3-preview/f3b61302d228b9f9751d7224dcc8cb5b03a5072f?cid=b8d3901151d34489a160e3cf0ab1fa94,175533.0,False,Deep Purple,0.669,0.515,10.0,-11.804,1.0,0.0396,0.6169999999999999,0.0,0.3059999999999999,0.8649999999999999,121.928,4.0,3.0,56.0,True
23354,23354,Sweet LoveAnita Baker,Anita Baker,Sweet Love,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']",3Z6DV0jsGqCs4whsfda7lX,https://p.scdn.co/mp3-preview/934fc5a68d74b1a82b9f2e963fa4f7b1d978ac3d?cid=b8d3901151d34489a160e3cf0ab1fa94,266200.0,False,80's The Collection,0.453,0.72,10.0,-6.789,0.0,0.0252,0.229,0.0,0.0886,0.5859999999999999,86.988,4.0,58.0,1216.0,True
23355,23355,Sweet LoveChris Brown,Chris Brown,Sweet Love,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",3CScJ0ttMJ687s3rlLdrnV,https://p.scdn.co/mp3-preview/03bea50ec058128d9c5eb280fff486b77704df77?cid=b8d3901151d34489a160e3cf0ab1fa94,200000.0,False,Fortune (Expanded Edition),0.631,0.759,4.0,-4.622,1.0,0.048,0.00593,0.0,0.2349999999999999,0.698,139.901,4.0,53.0,12.0,True
23356,23356,Sweet LoveCommodores,Commodores,Sweet Love,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",7zqguUyS3LQxAdL8rRgXx2,,393560.0,False,The Commodores: The Definitive Collection,0.565,0.49,1.0,-8.348,1.0,0.0345,0.2949999999999999,8e-06,0.0592,0.434,100.588,4.0,36.0,1497.0,True
23374,23374,Sweet Sensual LoveBig Mountain,Big Mountain,Sweet Sensual Love,['reggae'],7xFGMLVioqfPYL3kuiZfAf,https://p.scdn.co/mp3-preview/820bf3c1ef949b55325ecd54d8a4879f6f5c3968?cid=b8d3901151d34489a160e3cf0ab1fa94,226293.0,False,The Best Of Big Mountain,0.654,0.8349999999999999,11.0,-6.522,0.0,0.0656,0.0905,0.0,0.0588,0.965,82.02299999999998,4.0,29.0,73.0,True
23400,23400,Sweet Understanding LoveFour Tops,Four Tops,Sweet Understanding Love,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",0vgOUW8UZ4bhn76alwDlgo,,182560.0,False,Essential Collection: Four Tops,0.5839999999999999,0.822,1.0,-5.848,1.0,0.0578,0.624,0.0,0.124,0.873,148.554,4.0,7.0,447.0,True
23447,23447,Symptoms Of True LoveTracie Spencer,Tracie Spencer,Symptoms Of True Love,"['new jack swing', 'urban contemporary']",4dMqwWan9q0BLHkk7IEgk6,,304924.0,False,Tracie Spencer,0.72,0.779,10.0,-13.295,0.0,0.06,0.1789999999999999,5e-06,0.1,0.6019999999999999,120.662,4.0,17.0,671.0,True
23456,23456,T.L.C. Tender Love And CareJimmie Rodgers,Jimmie Rodgers,T.L.C. Tender Love And Care,"['appalachian folk', 'country rock', 'folk', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",,,,,,,,,,,,,,,,,,,557.0,True
23463,23463,Tainted LoveSoft Cell,Soft Cell,Tainted Love,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",58E1XVmZTODC67YNjneuXM,,153840.0,False,Non-Stop Erotic Cabaret,0.542,0.45,7.0,-9.931,0.0,0.0361,0.558,6e-06,0.5789999999999998,0.626,144.437,4.0,67.0,1873.0,True
23538,23538,Take Me In Your Arms And Love MeGladys Knight And The Pips,Gladys Knight And The Pips,Take Me In Your Arms And Love Me,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",1gzsqnh8JvzYwIIv2r0kiJ,,174626.0,False,Everybody Needs Love,0.436,0.4279999999999999,0.0,-11.503,1.0,0.0353,0.519,0.0,0.165,0.5859999999999999,82.665,4.0,33.0,6.0,True
23555,23555,"Take My Breath Away (Love Theme From ""Top Gun"")Berlin",Berlin,"Take My Breath Away (Love Theme From ""Top Gun"")","['dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",15MJ5NThPjj6xhPcts8MiY,https://p.scdn.co/mp3-preview/fd6cde6ea002bc6c628297ec3a283d5d255cb470?cid=b8d3901151d34489a160e3cf0ab1fa94,255733.0,False,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),0.497,0.7189999999999999,6.0,-9.397,1.0,0.0266,0.0613,0.0,0.4109999999999999,0.547,95.769,4.0,72.0,1407.0,True
23559,23559,Take My Love (I Want To Give It All To You)Little Willie John,Little Willie John,Take My Love (I Want To Give It All To You),"['rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",0GG1yxYyVk8q8XteSIK0Ul,https://p.scdn.co/mp3-preview/91ae78f725f3eb970b60e624445deea1c22e7451?cid=b8d3901151d34489a160e3cf0ab1fa94,158386.0,False,Best Of The Best,0.4889999999999999,0.692,8.0,-5.965,0.0,0.0531,0.693,0.0,0.1429999999999999,0.692,132.001,4.0,11.0,14.0,True
23560,23560,Take No Prisoners (In The Game Of Love)Peabo Bryson,Peabo Bryson,Take No Prisoners (In The Game Of Love),"['adult standards', 'new jack swing', 'quiet storm', 'soft rock', 'urban contemporary']",6SpqIgl1I2dLVEBZ9VFehw,https://p.scdn.co/mp3-preview/bed7c9748e2cf5ada1264035528f782b5ab41d9b?cid=b8d3901151d34489a160e3cf0ab1fa94,256026.0,False,Take No Prisoners,0.763,0.681,2.0,-12.719,1.0,0.0313,0.0186,0.0,0.124,0.964,120.997,4.0,6.0,82.0,True
23565,23565,Take Some Time Out For LoveThe Isley Brothers,The Isley Brothers,Take Some Time Out For Love,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",5e5vU8SzgEWmRsEaQWD3c3,,146360.0,False,This Old Heart Of Mine,0.634,0.557,5.0,-9.046,1.0,0.0404,0.226,0.0,0.13,0.888,123.491,4.0,27.0,128.0,True
23612,23612,Talk About LoveAdam Faith,Adam Faith,Talk About Love,"['brill building pop', 'british invasion', 'classic uk pop', 'merseybeat', 'rock-and-roll']",2EN9rD4AlOBPww3ZtFox5y,https://p.scdn.co/mp3-preview/c426d994c8fbb5c4307042207d27342ce2abee44?cid=b8d3901151d34489a160e3cf0ab1fa94,161786.0,False,Faith Alive!,0.263,0.944,9.0,-5.18,1.0,0.114,0.313,0.0,0.929,0.381,80.28,4.0,0.0,7.0,True
23613,23613,Talk About Our LoveBrandy Featuring Kanye West,Brandy Featuring Kanye West,Talk About Our Love,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",6tvOzCdhzkrJo3ASWwbSPZ,https://p.scdn.co/mp3-preview/5a076946402dd85bb182edcd1b085fbc60aeec81?cid=b8d3901151d34489a160e3cf0ab1fa94,214960.0,False,Afrodisiac,0.511,0.5889999999999999,5.0,-6.179,0.0,0.2349999999999999,0.404,0.0,0.4849999999999999,0.757,100.814,4.0,43.0,496.0,True
23678,23678,Tasty LoveFreddie Jackson,Freddie Jackson,Tasty Love,"['funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",58OEc1sLFqQFP14PqV9AEz,,268493.0,False,Just Like The First Time,0.763,0.2819999999999999,1.0,-17.004,1.0,0.0555,0.108,0.0,0.0186,0.912,159.931,4.0,38.0,510.0,True
23755,23755,Teenage Love AffairAlicia Keys,Alicia Keys,Teenage Love Affair,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",34ClgyHf8Awds1ew9vMX26,https://p.scdn.co/mp3-preview/a73f240381f5690fa8e35442fead4dbdb724805b?cid=b8d3901151d34489a160e3cf0ab1fa94,190200.0,False,As I Am (Expanded Edition),0.636,0.8259999999999998,11.0,-4.668,1.0,0.162,0.632,0.0,0.197,0.679,87.665,4.0,53.0,470.0,True
23756,23756,Teenage Love AffairRick Derringer,Rick Derringer,Teenage Love Affair,"['album rock', 'blues rock', 'classic rock', 'southern rock']",4zDb8AsEASOU8yobYNIixJ,https://p.scdn.co/mp3-preview/dbd9b8970627c9b22eac17e9ccb245d7d9aa747a?cid=b8d3901151d34489a160e3cf0ab1fa94,200133.0,False,All American Boy (Expanded Edition),0.647,0.8619999999999999,2.0,-8.394,1.0,0.0539,0.116,3e-06,0.136,0.804,154.054,4.0,13.0,82.0,True
23761,23761,Telefone (long Distance Love Affair)Sheena Easton,Sheena Easton,Telefone (long Distance Love Affair),"['adult standards', 'mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']",5rzFkngmpxkgyNj0JlGvgB,https://p.scdn.co/mp3-preview/3d8756d6abce5b9c8cbcee83b0330c642f83be2a?cid=b8d3901151d34489a160e3cf0ab1fa94,222040.0,False,The Best Of Sheena Easton,0.8439999999999999,0.683,9.0,-4.292,1.0,0.0883,0.246,2e-06,0.109,0.899,138.068,4.0,44.0,1417.0,True
23771,23771,Tell Her (You Love Her Every Day)Frank Sinatra,Frank Sinatra,Tell Her (You Love Her Every Day),"['adult standards', 'easy listening', 'lounge']",,,,,,,,,,,,,,,,,,,200.0,True
23774,23774,Tell Her Love Has Felt The NeedEddie Kendricks,Eddie Kendricks,Tell Her Love Has Felt The Need,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul']",2IoP69pwUhyOtCACHEbhko,,265613.0,False,Boogie Down,0.4849999999999999,0.4909999999999999,0.0,-11.675,0.0,0.0351,0.55,0.000499,0.113,0.623,142.857,4.0,23.0,390.0,True
23777,23777,Tell Her She's LovelyEl Chicano,El Chicano,Tell Her She's Lovely,['classic soul'],6yb6xhPaZBYwPvamEITnHy,,232600.0,False,El Chicano,0.55,0.6029999999999999,9.0,-9.913,1.0,0.0319,0.7359999999999999,0.0175,0.23,0.904,157.523,4.0,32.0,428.0,True
23794,23794,Tell Laura I Love HerJohnny T. Angel,Johnny T. Angel,Tell Laura I Love Her,,,,,,,,,,,,,,,,,,,,16.0,True
23795,23795,Tell Laura I Love HerRay Peterson,Ray Peterson,Tell Laura I Love Her,"['adult standards', 'brill building pop', 'merseybeat', 'rock-and-roll']",1EwpgXlVIzs1E7XBZoRVQl,https://p.scdn.co/mp3-preview/c786f892d65c90286d796b2ebe506c096f86baa5?cid=b8d3901151d34489a160e3cf0ab1fa94,174693.0,False,Nipper's Greatests Hits 60's Vol. 1,0.528,0.394,10.0,-11.235,1.0,0.0368,0.751,0.0,0.1729999999999999,0.2969999999999999,102.898,4.0,46.0,1008.0,True
23816,23816,Tell Me That You Love MeFats Domino,Fats Domino,Tell Me That You Love Me,"['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",5qliF3aPblospVoSMI1o1U,,123600.0,False,They Call Me The Fat Man (The Legendary Imperial Recordings),0.459,0.817,10.0,-9.361,1.0,0.0493,0.26,0.0,0.055,0.968,97.896,4.0,8.0,234.0,True
23834,23834,Tell Me You Love MeDemi Lovato,Demi Lovato,Tell Me You Love Me,"['dance pop', 'pop', 'post-teen pop']",1MKZaAEx8RrzoQjHhVuvgs,,236986.0,False,Tell Me You Love Me (Deluxe),0.538,0.6,6.0,-5.463,1.0,0.0489,0.0273,0.0,0.1469999999999999,0.26,81.888,4.0,73.0,508.0,True
23840,23840,"Tell Someone You Love ThemDino, Desi & Billy","Dino, Desi & Billy",Tell Someone You Love Them,"['sevdah', 'turbo folk', 'yugoslav rock']",5RqACydUcQJ3Gjy2txnjRC,https://p.scdn.co/mp3-preview/5210c9eaccd9b301f5745ec203b03107e7ac19d8?cid=b8d3901151d34489a160e3cf0ab1fa94,135253.0,False,A Whole Lot Of Rainbows: Soft Pop Nuggets From The WEA Vaults,0.656,0.4869999999999999,0.0,-10.163,1.0,0.0309,0.406,0.000452,0.2079999999999999,0.962,128.105,4.0,6.0,26.0,True
23849,23849,Temple Of LoveHarriet,Harriet,Temple Of Love,['classical cello'],,,,,,,,,,,,,,,,,,,424.0,True
23863,23863,Ten Commandments Of LoveHarvey & The Moonglows,Harvey & The Moonglows,Ten Commandments Of Love,"['alternative rock', 'art pop', 'art rock', 'chamber pop', 'chamber psych', 'garage rock', 'indie rock', 'melancholia', 'permanent wave', 'piano rock', 'rock', 'singer-songwriter']",3gGFiN3J8zXW3aqBbER4GT,https://p.scdn.co/mp3-preview/0383fb332f94aff52bbe4a463b953d1150f499a6?cid=b8d3901151d34489a160e3cf0ab1fa94,246106.0,False,Ten Commandments of Love (Original Recordings),0.405,0.059,3.0,-17.288,1.0,0.0347,0.764,0.0,0.107,0.2109999999999999,89.20399999999998,3.0,10.0,770.0,True
23875,23875,Tender LoveForce M.D.'s,Force M.D.'s,Tender Love,"['funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",1WtkrKWpfFx75erK1VqtQh,https://p.scdn.co/mp3-preview/a15c4b79a3d36c5898ab12331a78dd369700af30?cid=b8d3901151d34489a160e3cf0ab1fa94,234053.0,False,Chillin',0.34,0.336,8.0,-7.288,1.0,0.0289,0.765,0.000114,0.126,0.0932,142.631,4.0,54.0,1124.0,True
23876,23876,Tender LoverBabyface,Babyface,Tender Lover,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",00GfGwzlSB8DoA0cDP2Eit,https://p.scdn.co/mp3-preview/ba84f91cc2af0dd784ee2fe428eedb145a359039?cid=b8d3901151d34489a160e3cf0ab1fa94,259266.0,False,Tender Lover,0.7429999999999999,0.86,5.0,-6.346,1.0,0.0445,0.226,0.000422,0.0513,0.687,102.459,4.0,37.0,989.0,True
23940,23940,That Ain't LoveREO Speedwagon,REO Speedwagon,That Ain't Love,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",4xuaYDjRnSWO7o51gHKiRa,https://p.scdn.co/mp3-preview/de7bb91535e688cc6573cae4cf072499ab1766b3?cid=b8d3901151d34489a160e3cf0ab1fa94,241733.0,False,The Hits,0.625,0.871,11.0,-6.843,0.0,0.0282,0.0185,3e-06,0.0733,0.661,131.959,4.0,37.0,776.0,True
23996,23996,That's How Love GoesJermaine Jackson,Jermaine Jackson,That's How Love Goes,"['disco', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']",7Ler4W8a664kIs8I8znbrb,,208266.0,False,Greatest Hits And Rare Classics,0.559,0.791,5.0,-11.637,0.0,0.0781,0.154,0.0,0.121,0.946,172.58,4.0,13.0,495.0,True
23997,23997,That's How Much I Love YouPat Boone,Pat Boone,That's How Much I Love You,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,,,,,228.0,True
23999,23999,That's How Strong My Love IsOtis Redding,Otis Redding,That's How Strong My Love Is,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",2qjqtLmX0FLTwdG8aBHH90,https://p.scdn.co/mp3-preview/ead0b051f308592377effb25d6f1db4565149068?cid=b8d3901151d34489a160e3cf0ab1fa94,144373.0,False,The Very Best of Otis Redding,0.4729999999999999,0.4209999999999999,3.0,-10.234,0.0,0.0558,0.757,0.0,0.1449999999999999,0.682,161.584,3.0,54.0,86.0,True
24008,24008,That's LoveJim Capaldi,Jim Capaldi,That's Love,['british blues'],,,,,,,,,,,,,,,,,,,613.0,True
24017,24017,That's Old Fashioned (That's The Way Love Should Be)The Everly Brothers,The Everly Brothers,That's Old Fashioned (That's The Way Love Should Be),"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",2bjS5uN3J3fqSRuedR1OlA,https://p.scdn.co/mp3-preview/34f0d2e089db51ad0ce54453f9ad351d9b69d105?cid=b8d3901151d34489a160e3cf0ab1fa94,144920.0,False,All I Have to Do Is Dream,0.7179999999999999,0.562,7.0,-7.279,1.0,0.0283,0.75,0.0,0.164,0.92,116.214,4.0,14.0,727.0,True
24034,24034,That's The Way I Want Our LoveJoe Simon,Joe Simon,That's The Way I Want Our Love,"['classic soul', 'motown', 'philly soul', 'soul', 'southern soul']",0pt5xGqcv8ygKLzE3iqU0t,https://p.scdn.co/mp3-preview/37bae225c2720712f6d0a7c189b679e45d353477?cid=b8d3901151d34489a160e3cf0ab1fa94,153014.0,False,Best of Joe Simon,0.5879999999999999,0.622,8.0,-11.81,1.0,0.0429,0.7259999999999999,0.00248,0.675,0.7239999999999999,139.232,4.0,5.0,18.0,True
24037,24037,That's The Way Love GoesJanet Jackson,Janet Jackson,That's The Way Love Goes,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",29rQJydAlO0uMyWvRIZxQg,,265106.0,False,Janet,0.7029999999999998,0.7,5.0,-6.789,1.0,0.0693,0.3019999999999999,0.4709999999999999,0.0718,0.5819999999999999,97.675,4.0,66.0,2017.0,True
24038,24038,That's The Way Love GoesYoung M.C.,Young M.C.,That's The Way Love Goes,[],4bw5Pth0q5KcguwvAv0dVt,,229306.0,False,Lost Hits Of The 90's,0.8489999999999999,0.694,6.0,-14.43,0.0,0.0642,0.0232,0.00252,0.0524,0.932,118.309,4.0,9.0,215.0,True
24039,24039,That's The Way Love IsBobby Bland,Bobby Bland,That's The Way Love Is,"['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",7t00DiF2TNaJb5D8TdrML9,,157440.0,False,Ain't No Love In The Heart Of The City,0.637,0.515,11.0,-6.627,1.0,0.0720999999999999,0.508,0.0,0.0541,0.497,113.641,4.0,18.0,501.0,True
24040,24040,That's The Way Love IsBobby Brown,Bobby Brown,That's The Way Love Is,"['dance pop', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",6pXpdaHUFZMJ4F9ebefXvh,,291466.0,False,Bobby,0.7009999999999998,0.881,10.0,-6.22,0.0,0.0458,0.0697,3.1e-05,0.0473,0.932,108.35,4.0,29.0,240.0,True
24041,24041,That's The Way Love IsMarvin Gaye,Marvin Gaye,That's The Way Love Is,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",51ePCpO1xUeHYhvgT67YPX,,222173.0,False,M.P.G.,0.7379999999999999,0.465,10.0,-10.72,0.0,0.0323,0.17,5e-06,0.0747,0.901,110.643,4.0,33.0,886.0,True
24044,24044,That's The Way With LovePiero Soffici,Piero Soffici,That's The Way With Love,[],,,,,,,,,,,,,,,,,,,229.0,True
24053,24053,That's What I Love About SundayCraig Morgan,Craig Morgan,That's What I Love About Sunday,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",1fmi1hOBtH8xfUiWz4LVtE,https://p.scdn.co/mp3-preview/52b1ee9a28ef385eb684939666aa6c6035256a0c?cid=b8d3901151d34489a160e3cf0ab1fa94,201493.0,False,My Kind Of Livin',0.6,0.56,8.0,-6.311,1.0,0.0325,0.4789999999999999,0.0,0.111,0.4169999999999999,139.469,4.0,63.0,707.0,True
24057,24057,That's What Love Can DoBoy Krazy,Boy Krazy,That's What Love Can Do,[],4VOQLjmETAE5NLcFMwvUXC,https://p.scdn.co/mp3-preview/781523f9bb20b94386e1af1682d418cbbeaed6ca?cid=b8d3901151d34489a160e3cf0ab1fa94,202000.0,False,Boy Krazy,0.783,0.773,5.0,-7.541,0.0,0.0493,0.0103,0.000162,0.0349,0.7439999999999999,117.471,4.0,32.0,1398.0,True
24058,24058,That's What Love Is All AboutMichael Bolton,Michael Bolton,That's What Love Is All About,"['adult standards', 'soft rock']",3jfNEa2KqRxycjfmsocEih,https://p.scdn.co/mp3-preview/57d0b1e8e98c89d1a8fe58478280781102b931f2?cid=b8d3901151d34489a160e3cf0ab1fa94,237626.0,False,The Hunger,0.527,0.273,5.0,-15.253,1.0,0.0378,0.792,2.4e-05,0.124,0.17,121.79,4.0,42.0,1240.0,True
24059,24059,That's What Love Is ForAmy Grant,Amy Grant,That's What Love Is For,"['adult standards', 'christian alternative rock', 'christian music']",367dmPOxuMP8FsrZHenNnq,,257293.0,False,Heart In Motion,0.544,0.699,9.0,-4.148,1.0,0.0341,0.258,0.0,0.1439999999999999,0.2929999999999999,141.844,4.0,49.0,1561.0,True
